event_id,timestamp,control_id,parameter,baseline_value,current_value,changed_by,change_source,approval_status,environment,maintenance_window,severity,is_risky,predicted_risky
drift-evt-3438,2026-05-03T08:45:00Z,END-047,encryption_strength,AES-256,AES-256,ci_cd_pipeline,automation,approved,staging,False,INFO,False,False
drift-evt-234c,2026-04-08T15:13:00Z,NET-034,agent_status,running,expired_state,ci_cd_pipeline,manual,expired,staging,False,HIGH,True,False
drift-evt-f402,2026-04-19T22:22:00Z,END-049,agent_status,running,stopped,admin_001,manual,pending,production,False,CRITICAL,True,False
drift-evt-fa88,2026-04-18T15:24:00Z,IDE-061,logging_enabled,True,True,ci_cd_pipeline,scheduled_task,approved,production,True,LOW,False,False
drift-evt-6194,2026-04-29T03:07:00Z,END-039,agent_status,running,modified_config_param,admin_002,manual,pending,development,False,MEDIUM,True,False
drift-evt-3ec3,2026-04-10T01:32:00Z,CLO-005,mfa_enforced,True,True,admin_001,scheduled_task,approved,production,True,LOW,False,False
drift-evt-4a85,2026-05-02T11:09:00Z,CLO-018,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,admin_002,scheduled_task,approved,production,False,LOW,False,False
drift-evt-0102,2026-05-02T14:03:00Z,IDE-054,agent_status,running,modified_config_param,autoscaler_bot,manual,pending,staging,False,MEDIUM,True,False
drift-evt-c63e,2026-04-12T12:10:00Z,IDE-063,inbound_rules,RESTRICTED,RESTRICTED,admin_002,automation,approved,production,False,INFO,False,False
drift-evt-499b,2026-04-20T17:34:00Z,CLO-005,mfa_enforced,True,True,admin_001,automation,approved,production,False,INFO,False,False
drift-evt-3e83,2026-04-28T05:44:00Z,NET-031,logging_enabled,True,True,admin_001,ci_cd,approved,development,False,LOW,False,False
drift-evt-24b4,2026-04-24T07:47:00Z,CLO-008,inbound_rules,RESTRICTED,weakened_state,admin_002,manual,pending,production,False,HIGH,True,False
drift-evt-02a1,2026-04-13T13:26:00Z,IDE-059,agent_status,running,restarting,ci_cd_pipeline,ci_cd,approved,staging,True,LOW,False,False
drift-evt-3465,2026-04-23T04:17:00Z,NET-032,encryption_strength,AES-256,AES-256,autoscaler_bot,ci_cd,approved,production,True,LOW,False,False
drift-evt-278b,2026-05-03T05:21:00Z,NET-027,encryption_strength,AES-256,expired_state,autoscaler_bot,manual,expired,production,False,MEDIUM,True,False
drift-evt-4747,2026-04-18T14:30:00Z,END-043,inbound_rules,RESTRICTED,expired_state,autoscaler_bot,manual,expired,production,False,MEDIUM,True,False
drift-evt-39b5,2026-05-05T02:59:00Z,CLO-001,logging_enabled,True,expired_state,admin_001,manual,expired,production,False,HIGH,True,False
drift-evt-3885,2026-04-14T14:03:00Z,CLO-017,encryption_strength,AES-256,expired_state,admin_001,manual,expired,development,False,MEDIUM,True,False
drift-evt-aee4,2026-04-13T00:05:00Z,CLO-004,agent_status,running,expired_state,autoscaler_bot,manual,expired,production,False,HIGH,True,False
drift-evt-f92e,2026-04-18T19:54:00Z,END-042,encryption_strength,AES-256,AES-256,ci_cd_pipeline,ci_cd,approved,staging,False,LOW,False,False
drift-evt-34b8,2026-04-27T03:49:00Z,CLO-015,mfa_enforced,True,True,ci_cd_pipeline,scheduled_task,approved,production,False,LOW,False,False
drift-evt-3ed9,2026-05-01T08:36:00Z,CLO-014,agent_status,running,expired_state,admin_002,manual,expired,production,False,HIGH,True,False
drift-evt-987a,2026-04-09T23:22:00Z,END-039,agent_status,running,stopped,admin_002,manual,pending,development,False,CRITICAL,True,False
drift-evt-4f83,2026-04-09T10:02:00Z,CLO-008,inbound_rules,RESTRICTED,PORT_8080_OPENED_ANYWHERE,admin_002,manual,pending,production,False,MEDIUM,True,False
drift-evt-b3b5,2026-04-27T09:37:00Z,CLO-014,agent_status,running,expired_state,admin_002,manual,expired,production,False,HIGH,True,False
drift-evt-49b8,2026-04-28T04:30:00Z,CLO-010,mfa_enforced,True,modified_config_param,ci_cd_pipeline,manual,pending,production,False,MEDIUM,True,False
drift-evt-70de,2026-04-14T18:02:00Z,CLO-009,agent_status,running,restarting,autoscaler_bot,scheduled_task,approved,development,False,LOW,False,False
drift-evt-9422,2026-05-05T04:31:00Z,END-038,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,admin_002,scheduled_task,approved,production,True,LOW,False,False
drift-evt-3c86,2026-04-13T04:59:00Z,NET-028,inbound_rules,RESTRICTED,expired_state,admin_002,manual,expired,staging,False,MEDIUM,True,False
drift-evt-65a0,2026-04-18T09:35:00Z,IDE-053,inbound_rules,RESTRICTED,False,admin_001,manual,pending,development,False,CRITICAL,True,False
drift-evt-2b0d,2026-04-26T03:32:00Z,IDE-054,agent_status,running,expired_state,ci_cd_pipeline,manual,expired,staging,False,HIGH,True,False
drift-evt-f1e2,2026-04-22T05:22:00Z,NET-033,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,admin_001,ci_cd,approved,staging,False,LOW,False,False
drift-evt-50c6,2026-04-11T21:15:00Z,CLO-012,encryption_strength,AES-256,AES-256,admin_002,ci_cd,approved,production,False,LOW,False,False
drift-evt-8724,2026-05-03T07:43:00Z,CLO-008,inbound_rules,RESTRICTED,expired_state,admin_001,manual,expired,production,False,MEDIUM,True,False
drift-evt-79c7,2026-04-26T16:43:00Z,END-046,logging_enabled,True,modified_config_param,admin_002,manual,pending,production,False,MEDIUM,True,False
drift-evt-376b,2026-04-10T08:12:00Z,END-037,encryption_strength,AES-256,expired_state,admin_001,manual,expired,development,False,MEDIUM,True,False
drift-evt-b796,2026-05-04T07:15:00Z,IDE-065,mfa_enforced,True,True,autoscaler_bot,ci_cd,approved,development,False,LOW,False,False
drift-evt-f2ad,2026-04-12T22:13:00Z,END-045,mfa_enforced,True,True,admin_001,ci_cd,approved,production,False,LOW,False,False
drift-evt-4a73,2026-04-27T12:43:00Z,CLO-004,agent_status,running,weakened_state,admin_001,manual,pending,production,False,HIGH,True,False
drift-evt-27d7,2026-04-20T10:30:00Z,END-040,mfa_enforced,True,True,admin_001,scheduled_task,approved,production,True,LOW,False,False
drift-evt-06a6,2026-04-14T12:29:00Z,IDE-052,encryption_strength,AES-256,AES-256,ci_cd_pipeline,ci_cd,approved,staging,True,LOW,False,False
drift-evt-c633,2026-05-02T03:26:00Z,NET-028,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,admin_002,scheduled_task,approved,staging,False,LOW,False,False
drift-evt-557f,2026-04-24T20:12:00Z,END-040,mfa_enforced,True,True,admin_001,ci_cd,approved,production,True,LOW,False,False
drift-evt-547d,2026-04-10T06:22:00Z,CLO-011,logging_enabled,True,True,admin_001,scheduled_task,approved,production,False,LOW,False,False
drift-evt-51f8,2026-04-28T02:50:00Z,IDE-054,agent_status,running,stopped,admin_001,manual,pending,staging,False,CRITICAL,True,False
drift-evt-c667,2026-05-01T07:38:00Z,CLO-015,mfa_enforced,True,True,admin_001,scheduled_task,approved,production,True,LOW,False,False
drift-evt-3851,2026-05-04T23:52:00Z,IDE-063,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,admin_001,ci_cd,approved,production,True,LOW,False,False
drift-evt-4fdd,2026-05-05T06:38:00Z,CLO-008,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,ci_cd_pipeline,ci_cd,approved,production,False,LOW,False,False
drift-evt-b823,2026-04-14T05:54:00Z,NET-033,inbound_rules,RESTRICTED,RESTRICTED,admin_001,automation,approved,staging,False,INFO,False,False
drift-evt-86ef,2026-04-08T08:27:00Z,IDE-064,agent_status,running,restarting,admin_002,ci_cd,approved,development,True,LOW,False,False
drift-evt-31ff,2026-04-18T11:21:00Z,IDE-065,mfa_enforced,True,True,admin_001,ci_cd,approved,development,False,LOW,False,False
drift-evt-473e,2026-04-09T22:13:00Z,IDE-056,logging_enabled,True,expired_state,ci_cd_pipeline,manual,expired,staging,False,HIGH,True,False
drift-evt-2eee,2026-04-11T13:03:00Z,END-041,logging_enabled,True,False,admin_002,manual,pending,staging,False,CRITICAL,True,False
drift-evt-f5ed,2026-04-27T00:14:00Z,END-038,inbound_rules,RESTRICTED,weakened_state,ci_cd_pipeline,manual,pending,production,False,HIGH,True,False
drift-evt-f6ad,2026-04-22T18:45:00Z,NET-022,encryption_strength,AES-256,AES-256,admin_002,scheduled_task,approved,production,True,LOW,False,False
drift-evt-0ef7,2026-04-12T19:38:00Z,NET-032,encryption_strength,AES-256,AES-256,admin_002,scheduled_task,approved,production,True,LOW,False,False
drift-evt-5a32,2026-04-22T02:55:00Z,END-044,agent_status,running,restarting,autoscaler_bot,scheduled_task,approved,production,True,LOW,False,False
drift-evt-dc39,2026-04-13T04:33:00Z,NET-025,mfa_enforced,True,True,admin_001,scheduled_task,approved,staging,True,LOW,False,False
drift-evt-6b72,2026-04-14T15:58:00Z,NET-033,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,autoscaler_bot,ci_cd,approved,staging,True,LOW,False,False
drift-evt-ae1c,2026-04-11T10:19:00Z,NET-023,inbound_rules,RESTRICTED,expired_state,admin_002,manual,expired,development,False,MEDIUM,True,False
drift-evt-1f41,2026-05-03T15:45:00Z,IDE-058,inbound_rules,RESTRICTED,False,admin_001,manual,pending,production,False,CRITICAL,True,False
drift-evt-d85b,2026-04-22T09:19:00Z,CLO-020,mfa_enforced,True,expired_state,admin_002,manual,expired,staging,False,HIGH,True,False
drift-evt-5c99,2026-04-28T03:01:00Z,END-039,agent_status,running,restarting,admin_001,ci_cd,approved,development,False,LOW,False,False
drift-evt-5008,2026-04-22T03:03:00Z,IDE-060,mfa_enforced,True,False,admin_002,manual,pending,production,False,CRITICAL,True,False
drift-evt-51f7,2026-04-24T18:46:00Z,END-037,encryption_strength,AES-256,AES-256,ci_cd_pipeline,ci_cd,approved,development,False,LOW,False,False
drift-evt-2d31,2026-05-03T05:28:00Z,CLO-006,logging_enabled,True,False,admin_002,manual,pending,production,False,CRITICAL,True,False
drift-evt-a7d0,2026-05-04T00:25:00Z,NET-025,mfa_enforced,True,True,admin_001,automation,approved,staging,False,INFO,False,False
drift-evt-c2cd,2026-04-30T19:38:00Z,CLO-020,mfa_enforced,True,weakened_state,ci_cd_pipeline,manual,pending,staging,False,HIGH,True,False
drift-evt-395a,2026-04-23T15:08:00Z,CLO-011,logging_enabled,True,False,autoscaler_bot,manual,pending,production,False,CRITICAL,True,False
drift-evt-cefb,2026-04-27T22:09:00Z,IDE-057,encryption_strength,AES-256,AES-256,autoscaler_bot,scheduled_task,approved,staging,False,LOW,False,False
drift-evt-d40a,2026-04-25T15:10:00Z,IDE-053,inbound_rules,RESTRICTED,RESTRICTED,admin_001,automation,approved,development,False,INFO,False,False
drift-evt-4d21,2026-04-10T09:12:00Z,END-043,inbound_rules,RESTRICTED,PORT_8080_OPENED_ANYWHERE,ci_cd_pipeline,manual,pending,production,False,MEDIUM,True,False
drift-evt-081d,2026-05-03T09:27:00Z,END-050,mfa_enforced,True,True,admin_001,scheduled_task,approved,production,True,LOW,False,False
drift-evt-86fd,2026-05-04T12:31:00Z,CLO-019,agent_status,running,restarting,admin_001,scheduled_task,approved,development,False,LOW,False,False
drift-evt-fcf0,2026-04-11T20:33:00Z,END-040,mfa_enforced,True,True,admin_002,scheduled_task,approved,production,True,LOW,False,False
drift-evt-c3a8,2026-05-01T22:58:00Z,CLO-012,encryption_strength,AES-256,modified_config_param,admin_002,manual,pending,production,False,MEDIUM,True,False
drift-evt-32b7,2026-04-08T19:55:00Z,END-047,encryption_strength,AES-256,False,admin_001,manual,pending,staging,False,CRITICAL,True,False
drift-evt-1907,2026-04-17T17:58:00Z,END-044,agent_status,running,restarting,admin_002,ci_cd,approved,production,True,LOW,False,False
drift-evt-14f7,2026-04-15T01:15:00Z,CLO-010,mfa_enforced,True,True,admin_001,automation,approved,production,False,INFO,False,False
drift-evt-61c4,2026-04-12T14:29:00Z,IDE-065,mfa_enforced,True,expired_state,ci_cd_pipeline,manual,expired,development,False,HIGH,True,False
drift-evt-daec,2026-04-13T23:09:00Z,END-049,agent_status,running,modified_config_param,autoscaler_bot,manual,pending,production,False,MEDIUM,True,False
drift-evt-e33c,2026-04-15T12:49:00Z,IDE-057,encryption_strength,AES-256,AES-256,ci_cd_pipeline,scheduled_task,approved,staging,False,LOW,False,False
drift-evt-5b07,2026-04-18T19:27:00Z,IDE-057,encryption_strength,AES-256,modified_config_param,admin_001,manual,pending,staging,False,MEDIUM,True,False
drift-evt-e1a9,2026-04-28T10:21:00Z,NET-030,mfa_enforced,True,expired_state,autoscaler_bot,manual,expired,production,False,HIGH,True,False
drift-evt-d1a5,2026-04-29T08:18:00Z,NET-025,mfa_enforced,True,True,admin_001,scheduled_task,approved,staging,False,LOW,False,False
drift-evt-2d6f,2026-04-25T09:07:00Z,IDE-065,mfa_enforced,True,expired_state,admin_002,manual,expired,development,False,HIGH,True,False
drift-evt-b950,2026-04-17T02:08:00Z,CLO-018,inbound_rules,RESTRICTED,RESTRICTED,admin_001,automation,approved,production,False,INFO,False,False
drift-evt-3329,2026-04-29T20:56:00Z,END-048,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,ci_cd_pipeline,ci_cd,approved,production,False,LOW,False,False
drift-evt-4daf,2026-04-15T07:07:00Z,NET-035,mfa_enforced,True,True,admin_002,ci_cd,approved,staging,False,LOW,False,False
drift-evt-b1d7,2026-04-18T02:32:00Z,IDE-058,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,admin_001,ci_cd,approved,production,False,LOW,False,False
drift-evt-fc23,2026-04-30T20:20:00Z,END-048,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,autoscaler_bot,scheduled_task,approved,production,True,LOW,False,False
drift-evt-5bcf,2026-04-09T06:48:00Z,END-041,logging_enabled,True,True,ci_cd_pipeline,scheduled_task,approved,staging,True,LOW,False,False
drift-evt-f938,2026-04-21T01:21:00Z,IDE-061,logging_enabled,True,True,autoscaler_bot,scheduled_task,approved,production,False,LOW,False,False
drift-evt-899e,2026-04-11T14:33:00Z,CLO-003,inbound_rules,RESTRICTED,weakened_state,admin_001,manual,pending,staging,False,HIGH,True,False
drift-evt-4765,2026-04-14T19:19:00Z,IDE-055,mfa_enforced,True,True,ci_cd_pipeline,scheduled_task,approved,production,True,LOW,False,False
drift-evt-7b26,2026-04-10T04:10:00Z,NET-031,logging_enabled,True,True,admin_002,scheduled_task,approved,development,True,LOW,False,False
drift-evt-bc97,2026-04-30T17:57:00Z,CLO-003,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,autoscaler_bot,ci_cd,approved,staging,False,LOW,False,False
drift-evt-99d5,2026-04-24T01:23:00Z,NET-031,logging_enabled,True,True,admin_002,ci_cd,approved,development,True,LOW,False,False
drift-evt-292d,2026-04-24T09:53:00Z,CLO-009,agent_status,running,weakened_state,ci_cd_pipeline,manual,pending,development,False,HIGH,True,False
drift-evt-2360,2026-04-29T09:31:00Z,CLO-006,logging_enabled,True,True,admin_002,scheduled_task,approved,production,False,LOW,False,False
drift-evt-9873,2026-04-24T06:03:00Z,CLO-009,agent_status,running,modified_config_param,admin_001,manual,pending,development,False,MEDIUM,True,False
drift-evt-87b1,2026-04-12T17:14:00Z,END-043,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,autoscaler_bot,ci_cd,approved,production,False,LOW,False,False
drift-evt-9270,2026-04-15T23:15:00Z,IDE-060,mfa_enforced,True,weakened_state,admin_002,manual,pending,production,False,HIGH,True,False
drift-evt-e95d,2026-04-14T03:18:00Z,CLO-009,agent_status,running,modified_config_param,admin_002,manual,pending,development,False,MEDIUM,True,False
drift-evt-4c7b,2026-04-17T04:12:00Z,CLO-006,logging_enabled,True,True,autoscaler_bot,ci_cd,approved,production,False,LOW,False,False
drift-evt-0c98,2026-05-01T10:57:00Z,IDE-051,logging_enabled,True,True,admin_002,automation,approved,development,False,INFO,False,False
drift-evt-9d06,2026-04-16T16:45:00Z,END-037,encryption_strength,AES-256,AES-256,admin_001,ci_cd,approved,development,False,LOW,False,False
drift-evt-f9bf,2026-04-24T17:59:00Z,IDE-056,logging_enabled,True,True,admin_002,scheduled_task,approved,staging,False,LOW,False,False
drift-evt-7ee2,2026-04-16T12:04:00Z,IDE-064,agent_status,running,restarting,admin_002,scheduled_task,approved,development,False,LOW,False,False
drift-evt-c743,2026-04-27T07:41:00Z,CLO-011,logging_enabled,True,expired_state,admin_002,manual,expired,production,False,HIGH,True,False
drift-evt-a8a7,2026-04-16T05:07:00Z,END-038,inbound_rules,RESTRICTED,weakened_state,admin_001,manual,pending,production,False,HIGH,True,False
drift-evt-7f78,2026-04-22T22:11:00Z,END-038,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,admin_001,scheduled_task,approved,production,False,LOW,False,False
drift-evt-4af9,2026-04-28T04:52:00Z,END-045,mfa_enforced,True,True,admin_002,ci_cd,approved,production,False,LOW,False,False
drift-evt-d5ec,2026-04-27T19:05:00Z,END-036,logging_enabled,True,weakened_state,ci_cd_pipeline,manual,pending,production,False,HIGH,True,False
drift-evt-4eee,2026-04-26T11:42:00Z,END-047,encryption_strength,AES-256,AES-256,autoscaler_bot,ci_cd,approved,staging,True,LOW,False,False
drift-evt-e64c,2026-04-27T22:37:00Z,CLO-005,mfa_enforced,True,expired_state,autoscaler_bot,manual,expired,production,False,HIGH,True,False
drift-evt-4123,2026-04-24T16:08:00Z,END-047,encryption_strength,AES-256,AES-256,admin_002,ci_cd,approved,staging,True,LOW,False,False
drift-evt-f020,2026-04-24T21:12:00Z,END-048,inbound_rules,RESTRICTED,PORT_8080_OPENED_ANYWHERE,admin_002,manual,pending,production,False,MEDIUM,True,False
drift-evt-e56c,2026-05-04T02:53:00Z,CLO-018,inbound_rules,RESTRICTED,expired_state,admin_001,manual,expired,production,False,MEDIUM,True,False
drift-evt-4711,2026-04-20T16:25:00Z,NET-032,encryption_strength,AES-256,AES-256,ci_cd_pipeline,ci_cd,approved,production,True,LOW,False,False
drift-evt-5142,2026-04-25T14:42:00Z,CLO-016,logging_enabled,True,False,admin_001,manual,pending,production,False,CRITICAL,True,False
drift-evt-e9b9,2026-04-28T07:27:00Z,NET-028,inbound_rules,RESTRICTED,expired_state,admin_001,manual,expired,staging,False,MEDIUM,True,False
drift-evt-ad5c,2026-04-30T08:32:00Z,NET-026,logging_enabled,True,modified_config_param,ci_cd_pipeline,manual,pending,production,False,MEDIUM,True,False
drift-evt-77b3,2026-04-11T08:54:00Z,IDE-058,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,autoscaler_bot,scheduled_task,approved,production,True,LOW,False,False
drift-evt-d811,2026-04-22T13:05:00Z,END-045,mfa_enforced,True,expired_state,ci_cd_pipeline,manual,expired,production,False,HIGH,True,False
drift-evt-cb90,2026-04-21T05:10:00Z,END-039,agent_status,running,weakened_state,autoscaler_bot,manual,pending,development,False,HIGH,True,False
drift-evt-d9b7,2026-04-15T22:10:00Z,END-047,encryption_strength,AES-256,modified_config_param,autoscaler_bot,manual,pending,staging,False,MEDIUM,True,False
drift-evt-cf44,2026-04-17T03:32:00Z,CLO-018,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,autoscaler_bot,scheduled_task,approved,production,True,LOW,False,False
drift-evt-8d66,2026-05-04T01:05:00Z,END-048,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,admin_002,ci_cd,approved,production,True,LOW,False,False
drift-evt-95d6,2026-04-26T02:54:00Z,IDE-062,encryption_strength,AES-256,AES-256,admin_002,scheduled_task,approved,production,True,LOW,False,False
drift-evt-7d74,2026-04-22T10:17:00Z,CLO-010,mfa_enforced,True,True,admin_002,scheduled_task,approved,production,False,LOW,False,False
drift-evt-106a,2026-05-03T02:11:00Z,NET-024,agent_status,running,restarting,autoscaler_bot,scheduled_task,approved,staging,True,LOW,False,False
drift-evt-56b4,2026-05-01T13:55:00Z,CLO-020,mfa_enforced,True,expired_state,admin_001,manual,expired,staging,False,HIGH,True,False
drift-evt-f790,2026-04-22T16:26:00Z,NET-029,agent_status,running,restarting,admin_001,scheduled_task,approved,production,True,LOW,False,False
drift-evt-5ed0,2026-05-03T01:40:00Z,END-036,logging_enabled,True,True,autoscaler_bot,scheduled_task,approved,production,True,LOW,False,False
drift-evt-1101,2026-04-15T16:12:00Z,CLO-020,mfa_enforced,True,False,autoscaler_bot,manual,pending,staging,False,CRITICAL,True,False
drift-evt-7b1f,2026-05-05T12:59:00Z,END-044,agent_status,running,modified_config_param,ci_cd_pipeline,manual,pending,production,False,MEDIUM,True,False
drift-evt-79ad,2026-04-09T07:00:00Z,CLO-011,logging_enabled,True,expired_state,ci_cd_pipeline,manual,expired,production,False,HIGH,True,False
drift-evt-8c89,2026-05-04T06:00:00Z,NET-034,agent_status,running,running,autoscaler_bot,automation,approved,staging,False,INFO,False,False
drift-evt-4f90,2026-04-26T23:02:00Z,CLO-004,agent_status,running,expired_state,admin_002,manual,expired,production,False,HIGH,True,False
drift-evt-e5fe,2026-05-02T19:55:00Z,END-038,inbound_rules,RESTRICTED,RESTRICTED,admin_001,automation,approved,production,False,INFO,False,False
drift-evt-9ddb,2026-04-26T11:34:00Z,END-039,agent_status,running,stopped,admin_002,manual,pending,development,False,CRITICAL,True,False
drift-evt-6e60,2026-04-10T17:27:00Z,NET-021,logging_enabled,True,True,admin_002,scheduled_task,approved,production,False,LOW,False,False
drift-evt-df33,2026-04-23T11:35:00Z,CLO-019,agent_status,running,stopped,admin_001,manual,pending,development,False,CRITICAL,True,False
drift-evt-daef,2026-04-22T12:47:00Z,END-045,mfa_enforced,True,expired_state,admin_002,manual,expired,production,False,HIGH,True,False
drift-evt-627c,2026-04-24T20:44:00Z,CLO-014,agent_status,running,restarting,admin_001,ci_cd,approved,production,False,LOW,False,False
drift-evt-de48,2026-04-28T11:05:00Z,NET-032,encryption_strength,AES-256,AES-256,autoscaler_bot,ci_cd,approved,production,True,LOW,False,False
drift-evt-df4a,2026-04-25T11:36:00Z,IDE-054,agent_status,running,restarting,autoscaler_bot,ci_cd,approved,staging,False,LOW,False,False
drift-evt-d9ef,2026-04-22T05:35:00Z,NET-025,mfa_enforced,True,True,autoscaler_bot,automation,approved,staging,False,INFO,False,False
drift-evt-9fe7,2026-05-01T10:14:00Z,IDE-060,mfa_enforced,True,False,admin_002,manual,pending,production,False,CRITICAL,True,False
drift-evt-4342,2026-04-30T15:16:00Z,CLO-003,inbound_rules,RESTRICTED,RESTRICTED,ci_cd_pipeline,automation,approved,staging,False,INFO,False,False
drift-evt-4f48,2026-05-01T00:05:00Z,IDE-059,agent_status,running,running,autoscaler_bot,automation,approved,staging,False,INFO,False,False
drift-evt-27e1,2026-04-24T01:28:00Z,CLO-007,encryption_strength,AES-256,AES-256,ci_cd_pipeline,scheduled_task,approved,production,False,LOW,False,False
drift-evt-3a2e,2026-04-29T10:01:00Z,END-037,encryption_strength,AES-256,AES-128,ci_cd_pipeline,manual,pending,development,False,HIGH,True,False
drift-evt-4003,2026-04-27T14:42:00Z,CLO-018,inbound_rules,RESTRICTED,expired_state,admin_001,manual,expired,production,False,MEDIUM,True,False
drift-evt-affc,2026-04-26T08:28:00Z,END-047,encryption_strength,AES-256,modified_config_param,ci_cd_pipeline,manual,pending,staging,False,MEDIUM,True,False
drift-evt-3612,2026-05-03T22:54:00Z,NET-025,mfa_enforced,True,True,admin_001,scheduled_task,approved,staging,True,LOW,False,False
drift-evt-1203,2026-04-28T11:55:00Z,END-036,logging_enabled,True,True,ci_cd_pipeline,ci_cd,approved,production,True,LOW,False,False
drift-evt-9f83,2026-04-23T10:23:00Z,END-047,encryption_strength,AES-256,AES-256,autoscaler_bot,ci_cd,approved,staging,False,LOW,False,False
drift-evt-14ca,2026-04-10T01:30:00Z,CLO-005,mfa_enforced,True,False,autoscaler_bot,manual,pending,production,False,CRITICAL,True,False
drift-evt-933d,2026-04-29T13:28:00Z,IDE-059,agent_status,running,modified_config_param,autoscaler_bot,manual,pending,staging,False,MEDIUM,True,False
drift-evt-53ca,2026-05-01T11:05:00Z,CLO-018,inbound_rules,RESTRICTED,weakened_state,admin_001,manual,pending,production,False,HIGH,True,False
drift-evt-6ee8,2026-04-22T11:56:00Z,NET-021,logging_enabled,True,True,admin_002,automation,approved,production,False,INFO,False,False
drift-evt-5174,2026-04-21T14:51:00Z,END-044,agent_status,running,running,admin_002,automation,approved,production,False,INFO,False,False
drift-evt-482e,2026-04-21T15:28:00Z,IDE-061,logging_enabled,True,modified_config_param,ci_cd_pipeline,manual,pending,production,False,MEDIUM,True,False
drift-evt-fec2,2026-04-12T23:44:00Z,IDE-054,agent_status,running,restarting,admin_001,ci_cd,approved,staging,False,LOW,False,False
drift-evt-5cdc,2026-05-04T07:51:00Z,NET-030,mfa_enforced,True,True,ci_cd_pipeline,scheduled_task,approved,production,True,LOW,False,False
drift-evt-91be,2026-04-25T07:17:00Z,CLO-019,agent_status,running,weakened_state,autoscaler_bot,manual,pending,development,False,HIGH,True,False
drift-evt-4515,2026-04-13T00:03:00Z,NET-025,mfa_enforced,True,True,ci_cd_pipeline,scheduled_task,approved,staging,False,LOW,False,False
drift-evt-985d,2026-04-26T19:04:00Z,NET-027,encryption_strength,AES-256,AES-256,admin_002,scheduled_task,approved,production,True,LOW,False,False
drift-evt-ebe7,2026-05-01T14:33:00Z,NET-027,encryption_strength,AES-256,modified_config_param,admin_001,manual,pending,production,False,MEDIUM,True,False
drift-evt-3e01,2026-04-29T18:31:00Z,END-049,agent_status,running,running,admin_001,automation,approved,production,False,INFO,False,False
drift-evt-4399,2026-04-28T22:05:00Z,END-044,agent_status,running,running,admin_001,automation,approved,production,False,INFO,False,False
drift-evt-3de2,2026-04-20T00:46:00Z,IDE-062,encryption_strength,AES-256,modified_config_param,autoscaler_bot,manual,pending,production,False,MEDIUM,True,False
drift-evt-56b1,2026-04-20T16:45:00Z,END-039,agent_status,running,running,autoscaler_bot,automation,approved,development,False,INFO,False,False
drift-evt-70d6,2026-04-21T13:05:00Z,END-037,encryption_strength,AES-256,AES-256,autoscaler_bot,automation,approved,development,False,INFO,False,False
drift-evt-3589,2026-04-30T06:08:00Z,END-041,logging_enabled,True,modified_config_param,admin_002,manual,pending,staging,False,MEDIUM,True,False
drift-evt-d252,2026-04-20T10:42:00Z,END-037,encryption_strength,AES-256,AES-256,ci_cd_pipeline,scheduled_task,approved,development,False,LOW,False,False
drift-evt-3707,2026-04-14T16:00:00Z,END-038,inbound_rules,RESTRICTED,expired_state,ci_cd_pipeline,manual,expired,production,False,MEDIUM,True,False
drift-evt-a64b,2026-04-11T14:20:00Z,END-045,mfa_enforced,True,True,admin_002,scheduled_task,approved,production,False,LOW,False,False
drift-evt-5b81,2026-05-02T12:17:00Z,NET-035,mfa_enforced,True,True,admin_001,ci_cd,approved,staging,True,LOW,False,False
drift-evt-6b55,2026-05-04T16:59:00Z,NET-031,logging_enabled,True,weakened_state,autoscaler_bot,manual,pending,development,False,HIGH,True,False
drift-evt-a882,2026-05-02T04:03:00Z,NET-029,agent_status,running,restarting,autoscaler_bot,ci_cd,approved,production,True,LOW,False,False
drift-evt-3599,2026-04-29T12:00:00Z,CLO-013,inbound_rules,RESTRICTED,TEMPORARY_VENDOR_ALLOWED,autoscaler_bot,ci_cd,approved,production,True,LOW,False,False
drift-evt-25e2,2026-04-29T15:36:00Z,IDE-062,encryption_strength,AES-256,AES-256,autoscaler_bot,scheduled_task,approved,production,False,LOW,False,False
drift-evt-2569,2026-04-10T16:38:00Z,CLO-012,encryption_strength,AES-256,AES-256,autoscaler_bot,ci_cd,approved,production,True,LOW,False,False
